Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R10,510,R_0402_1005Metric,112.65,-46.85,-90.0,top
R11,510,R_0402_1005Metric,61.75,-46.95,-90.0,top
R12,510,R_0402_1005Metric,127.0,-47.15,90.0,top
R13,510,R_0402_1005Metric,74.725,-46.95,-90.0,top
R14,510,R_0402_1005Metric,128.2,-46.95,-90.0,top
R15,10k,R_0402_1005Metric,100.94,-48.9,0.0,top
R16,10k,R_0402_1005Metric,99.45,-48.4,-90.0,top
R17,10k,R_0402_1005Metric,102.35,-47.35,-90.0,top
RU1,FM6126,SSOP-24_3.9x8.7mm_P0.635mm,54.0,-45.5,90.0,top
RU2,FM6126,SSOP-24_3.9x8.7mm_P0.635mm,107.5,-45.4375,90.0,top
RU3,FM6126,SSOP-24_3.9x8.7mm_P0.635mm,67.0,-45.5,90.0,top
RU4,FM6126,SSOP-24_3.9x8.7mm_P0.635mm,120.5,-45.4375,90.0,top
RU5,FM6126,SSOP-24_3.9x8.7mm_P0.635mm,80.0,-45.5,90.0,top
RU6,FM6126,SSOP-24_3.9x8.7mm_P0.635mm,133.45,-45.425,90.0,top
U1,STM32G070CBTx,LQFP-48_7x7mm_P0.5mm,93.75,-46.5,0.0,top
U2,XC6206PxxxMR,SOT-23-3,86.7,-43.4125,90.0,top
Y1,2016/DNP,Crystal_SMD_2016-4Pin_2.0x1.6mm,86.0,-49.025,-90.0,top
